query,assignmentId,imageURL,Relevance,clusterNo
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/19.jpg,2,11
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/20.jpg,2,11
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/21.jpg,2,1
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/22.jpg,2,1
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/23.jpg,2,7
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/24.jpg,2,1
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/25.jpg,2,2
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/26.jpg,2,1
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/27.jpg,2,2
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/28.jpg,2,5
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/29.jpg,2,2
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/30.jpg,2,5
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/31.jpg,2,5
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/32.jpg,2,5
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/33.jpg,2,2
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/34.jpg,2,3
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/35.jpg,2,3
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/36.jpg,2,3
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/37.jpg,2,3
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/38.jpg,2,10
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/39.jpg,2,3
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/40.jpg,2,7
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/41.jpg,2,4
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/42.jpg,2,4
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/43.jpg,3,13
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/44.jpg,3,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/45.jpg,2,3
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/46.jpg,2,3
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/47.jpg,2,2
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/48.jpg,2,4
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/49.jpg,2,2
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/50.jpg,2,2
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/51.jpg,2,10
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/52.jpg,2,10
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/53.jpg,2,5
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/54.jpg,2,5
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/55.jpg,2,5
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/56.jpg,2,5
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/57.jpg,2,5
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/58.jpg,2,5
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/59.jpg,2,11
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/60.jpg,2,11
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/61.jpg,2,5
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/62.jpg,2,5
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/63.jpg,2,11
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/64.jpg,2,12
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/65.jpg,2,12
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/66.jpg,2,6
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/67.jpg,2,23
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/68.jpg,2,6
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/69.jpg,2,6
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/70.jpg,2,6
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/71.jpg,2,6
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/72.jpg,2,13
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/73.jpg,2,6
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/74.jpg,2,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/75.jpg,2,6
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/76.jpg,2,13
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/77.jpg,2,14
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/78.jpg,2,7
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/79.jpg,2,14
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/80.jpg,2,7
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/81.jpg,2,7
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/82.jpg,2,4
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/83.jpg,2,4
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/84.jpg,2,4
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/85.jpg,2,7
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/86.jpg,2,7
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/87.jpg,2,7
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/88.jpg,2,31
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/89.jpg,2,31
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/90.jpg,2,8
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/91.jpg,2,8
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/92.jpg,2,9
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/93.jpg,2,15
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/94.jpg,2,15
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/95.jpg,2,8
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/96.jpg,2,32
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/97.jpg,2,8
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/98.jpg,2,8
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/99.jpg,2,37
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/100.jpg,2,9
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/101.jpg,2,9
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/102.jpg,2,8
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/103.jpg,2,8
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/104.jpg,2,9
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/105.jpg,2,9
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/106.jpg,2,8
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/107.jpg,2,8
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/108.jpg,2,16
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/109.jpg,2,10
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/110.jpg,2,10
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/111.jpg,2,10
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/112.jpg,2,16
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/113.jpg,2,8
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/114.jpg,2,16
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/115.jpg,2,16
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/116.jpg,2,10
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/117.jpg,2,10
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/118.jpg,2,16
call of duty ghost,3180JW2OT5JJWPMAVQGQXBFHPCIJ58,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/119.jpg,2,47
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/120.jpg,2,10
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/121.jpg,2,4
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/122.jpg,2,11
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/123.jpg,2,11
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/124.jpg,2,2
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/125.jpg,2,12
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/126.jpg,2,4
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/127.jpg,2,4
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/128.jpg,2,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/129.jpg,2,12
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/130.jpg,2,4
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/131.jpg,2,4
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/132.jpg,2,17
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/133.jpg,2,17
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/134.jpg,2,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/135.jpg,2,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/136.jpg,2,13
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/137.jpg,2,17
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/138.jpg,2,4
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/139.jpg,2,4
call of duty ghost,3OE22WJIGJVH3RG2RH872OJJ2O4QUP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/140.jpg,2,17
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/141.jpg,2,4
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/142.jpg,2,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/143.jpg,2,13
call of duty ghost,3WJ1OXY92BNRIE28ZIAGGWMP1FQA8M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/144.jpg,2,13
call of duty ghost,3TYCR1GOTDQNYTUZ5ZZJ2UZ4U0WLZK,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/call of duty ghost/145.jpg,2,4
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/0.jpg,2,1
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/1.jpg,2,1
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/2.jpg,2,1
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/3.jpg,2,1
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/4.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/5.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/6.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/7.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/8.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/9.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/10.jpg,2,2
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/11.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/12.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/13.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/14.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/15.jpg,2,2
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/16.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/17.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/18.jpg,2,2
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/19.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/20.jpg,2,2
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/21.jpg,2,2
bernie sanders debate,3VAR3R6G1Q8GKIW991FYHR6UO7U8O3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/22.jpg,2,2
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/23.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/24.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/25.jpg,2,2
bernie sanders debate,3EKVH9QMEZBEU63V3BSHW6HSYTV2DX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/26.jpg,2,2
bernie sanders debate,3VW04L3ZLUDTTSB9I0EMG3EGRK8XX5,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bernie sanders debate/27.jpg,2,2
